customerID,gender,SeniorCitizen,Partner,Dependents,zip,Country
"1397-XKKWR","Male","No","No","No","77064","US"
"1399-OUPJN","Female","No","Yes","Yes","73505","US"
"1399-UBQIU","Male","No","No","No","27526","US"
"1400-MMYXY","Male","Yes","Yes","No","98042","US"
"1400-WIVLL","Male","No","Yes","No","37087","US"
"1401-FTHFQ","Male","No","Yes","Yes","95351","US"
"1402-PTHGN","Female","No","Yes","Yes","30809","US"
"1403-GYAFU","Male","No","Yes","Yes","22304","US"
"1403-LKLIK","Female","No","Yes","Yes","32303","US"
"1406-PUQVY","Male","No","No","Yes","37043","US"
"1407-DIGZV","Female","No","Yes","Yes","27604","US"
"1409-PHXTF","Male","Yes","Yes","No","77581","US"
"1410-RSCMR","Male","No","Yes","Yes","48126","US"
"1414-YADCW","Male","No","Yes","No","56001","US"
"1415-YFWLT","Female","Yes","No","No","11419","US"
"1421-HCERK","Male","Yes","Yes","No","63303","US"
"1422-DGUBX","Male","No","Yes","No","78201","US"
"1423-BMPBQ","Female","No","Yes","Yes","28210","US"
"1427-VERSM","Female","No","Yes","No","58103","US"
"1428-GTBJJ","Male","No","No","No","38016","US"
"1428-IEDPR","Male","No","No","No","90247","US"
"1429-UYJSV","Female","No","No","No","95148","US"
"1430-SFQSA","Male","No","No","No","30034","US"
"1431-AIDJQ","Male","No","Yes","Yes","40324","US"
"1431-CYWMH","Female","No","Yes","Yes","94303","US"
"1432-FPAXX","Female","No","No","No","29526","US"
"1436-ZMJAN","Female","No","Yes","No","30252","US"
"1439-LCGVL","Female","No","Yes","No","21228","US"
"1442-BQPVU","Female","No","No","No","92028","US"
"1442-OKRJE","Male","No","Yes","Yes","93036","US"
"1444-VVSGW","Male","No","Yes","No","33029","US"
"1447-GIQMR","Male","No","Yes","No","32712","US"
"1447-PJGGA","Female","No","No","No","34668","US"
"1448-CYWKC","Female","No","Yes","Yes","10451","US"
"1448-PWKYE","Male","No","Yes","Yes","32835","US"
"1449-XQEMT","Male","No","No","No","29588","US"
"1450-GALXR","Female","No","No","No","78537","US"
"1450-SKCVI","Female","No","No","No","92122","US"
"1452-KIOVK","Male","No","No","Yes","98661","US"
"1452-UZOSF","Male","No","Yes","Yes","60014","US"
"1452-VOQCH","Male","No","No","No","90032","US"
"1452-XRSJV","Female","No","Yes","Yes","10940","US"
"1453-RZFON","Female","No","No","Yes","48185","US"
"1455-ESIQH","Male","No","No","No","84020","US"
"1455-HFBXA","Male","No","Yes","No","27107","US"
"1455-UGQVH","Male","No","Yes","No","29651","US"
"1456-TWCGB","Male","No","No","No","30032","US"
"1459-QNFQT","Male","No","Yes","Yes","97504","US"
"1460-UZPRJ","Male","No","Yes","No","32256","US"
"1465-LNTLJ","Male","Yes","Yes","No","78840","US"
"1465-VINDH","Female","No","Yes","Yes","84062","US"
"1465-WCZVT","Female","No","Yes","Yes","28212","US"
"1468-DEFNC","Male","Yes","Yes","Yes","23185","US"
"1469-LBJQJ","Female","No","Yes","No","92879","US"
"1470-PSXNM","Male","No","Yes","Yes","95336","US"
"1471-GIQKQ","Female","No","No","No","80239","US"
"1472-TNCWL","Male","No","No","Yes","98092","US"
"1474-JUWSM","Female","No","Yes","No","95843","US"
"1475-VWVDO","Male","No","No","No","77040","US"
"1478-VPOAD","Female","No","No","No","80123","US"
"1480-BKXGA","Male","Yes","Yes","No","33147","US"
"1480-IVEVR","Male","Yes","Yes","No","75028","US"
"1481-ZUWZA","Male","No","No","No","95060","US"
"1482-OXZSY","Male","No","No","No","30039","US"
"1485-YDHMM","Male","No","Yes","Yes","75060","US"
"1488-PBLJN","Female","No","Yes","Yes","78041","US"
"1488-SYSFC","Male","No","Yes","Yes","63031","US"
"1492-KGETH","Male","No","Yes","Yes","20001","US"
"1492-QGCLU","Male","No","Yes","Yes","33461","US"
"1493-AMTIE","Male","No","No","No","65202","US"
"1494-EJZDW","Female","No","Yes","Yes","34741","US"
"1496-GGSUK","Female","Yes","No","No","30519","US"
"1498-DQNRX","Female","No","Yes","No","94577","US"
"1498-NHTLT","Male","No","Yes","Yes","48219","US"
"1501-SGHBW","Male","No","No","No","29720","US"
"1502-XFCVR","Female","No","No","No","20110","US"
"1506-YJTYT","Male","No","Yes","Yes","77511","US"
"1508-DFXCU","Male","No","No","No","21218","US"
"1513-XNPPH","Female","No","No","No","33615","US"
"1518-OMDIK","Male","No","Yes","No","48066","US"
"1518-VOWAV","Female","No","No","No","76017","US"
"1522-VVDMG","Male","No","Yes","Yes","60586","US"
"1525-LNLOJ","Male","No","Yes","Yes","73072","US"
"1527-SXDPN","Male","No","Yes","Yes","27606","US"
"1530-ZTDOZ","Female","No","Yes","No","95136","US"
"1534-OULXE","Female","No","Yes","Yes","11420","US"
"1535-VTJOQ","Female","No","No","No","33617","US"
"1536-HBSWP","Female","No","No","No","44646","US"
"1536-YHDOE","Male","No","Yes","Yes","06606","US"
"1539-LNKHM","Female","No","No","No","33321","US"
"1541-ETJZO","Male","No","No","No","65802","US"
"1543-LLLFT","Male","Yes","Yes","No","57106","US"
"1544-JJMYL","Male","No","No","No","34135","US"
"1545-ACTAS","Female","No","Yes","Yes","21043","US"
"1545-JFUML","Male","No","Yes","No","94116","US"
"1548-ARAGG","Female","No","Yes","Yes","07052","US"
"1548-FEHVL","Male","No","Yes","No","32164","US"
"1550-EENBN","Female","No","No","No","60637","US"
"1550-LOAHA","Female","No","Yes","No","92705","US"
"1552-AAGRX","Female","No","No","No","29073","US"
"1552-CZCLL","Female","No","Yes","Yes","60645","US"
"1552-TKMXS","Female","No","Yes","No","02128","US"
"1555-DJEQW","Female","No","Yes","Yes","11590","US"
"1555-HAPSU","Female","No","Yes","Yes","43232","US"
"1557-EMYVT","Female","No","No","No","94551","US"
"1559-DTODC","Male","No","No","No","94560","US"
"1561-BWHIN","Male","No","Yes","Yes","20774","US"
"1563-IWQEX","Female","No","No","No","77093","US"
"1564-HJUVY","Male","No","No","No","33162","US"
"1564-NTYXF","Female","Yes","No","No","71913","US"
"1565-RHDJD","Female","No","No","Yes","92109","US"
"1567-DSCIC","Male","No","No","No","65201","US"
"1568-BEKZM","Male","Yes","Yes","No","93720","US"
"1568-LJSZU","Male","No","Yes","Yes","91748","US"
"1569-TTNYJ","Male","No","Yes","No","91352","US"
"1571-SAVHK","Male","No","No","No","79424","US"
"1573-LGXBA","Male","No","Yes","Yes","19464","US"
"1574-DYCWE","Female","No","Yes","Yes","90025","US"
"1575-KRZZE","Female","No","No","No","92843","US"
"1576-PFZIW","Male","Yes","Yes","No","11205","US"
"1577-HKTFG","Female","No","Yes","No","92692","US"
"1579-KLYDT","Male","No","No","No","33610","US"
"1580-BMCMR","Male","Yes","No","No","75093","US"
"1582-RAFML","Male","No","No","No","33319","US"
"1583-IHQZE","Male","No","No","No","10028","US"
"1585-MQSSU","Male","No","No","No","30076","US"
"1587-FKLZB","Male","Yes","Yes","Yes","35758","US"
"1589-AGTLK","Male","No","No","No","43207","US"
"1591-MQJTP","Male","Yes","Yes","No","08816","US"
"1591-NFNLQ","Male","No","No","No","90023","US"
"1591-XWLGB","Female","No","Yes","No","60649","US"
"1596-BBVTG","Male","No","No","No","33155","US"
"1596-OQSPS","Female","No","No","No","53209","US"
"1597-FZREH","Female","No","No","No","87401","US"
"1597-LHYNC","Female","Yes","No","No","92009","US"
"1599-EAHXY","Male","No","Yes","Yes","59102","US"
"1599-MMYRQ","Male","No","Yes","Yes","30097","US"
"1600-DILPE","Female","No","No","No","91765","US"
"1602-IJQQE","Female","No","No","No","19403","US"
"1608-GMEWB","Male","Yes","No","No","60644","US"
"1612-EOHDH","Female","No","No","No","07302","US"
"1614-JBEBI","Female","No","No","No","30067","US"
"1618-CFHME","Female","No","No","No","06457","US"
"1619-YWUBB","Female","No","Yes","No","88101","US"
"1621-YNCJH","Female","No","Yes","No","32824","US"
"1622-HSHSF","Female","No","No","No","90065","US"
"1623-NLDOT","Female","No","Yes","No","74055","US"
"1624-NALOJ","Male","Yes","No","No","60010","US"
"1624-WOIWJ","Female","No","No","No","48235","US"
"1625-JAIIY","Female","No","Yes","Yes","28546","US"
"1626-ERCMM","Male","Yes","Yes","No","90620","US"
"1627-AFWVJ","Female","No","No","No","19139","US"
"1628-BIZYP","Male","No","No","No","18103","US"
"1629-DQQVB","Female","No","No","No","74133","US"
"1635-FJFCC","Female","No","No","No","02860","US"
"1635-HDGFT","Female","No","No","Yes","45238","US"
"1635-NZATJ","Male","Yes","Yes","No","34221","US"
"1636-NTNCO","Male","Yes","No","No","95008","US"
"1640-PLFMP","Female","No","No","No","92040","US"
"1641-BYBTK","Male","No","No","Yes","95610","US"
"1641-RQDAY","Female","Yes","Yes","Yes","84321","US"
"1642-HMARX","Female","No","Yes","No","95307","US"
"1644-IRKSF","Female","No","Yes","Yes","80526","US"
"1656-DRSMG","Female","No","No","No","92506","US"
"1657-DYMBM","Male","No","Yes","No","28645","US"
"1658-BYGOY","Male","Yes","No","No","92648","US"
"1658-TJVOA","Female","Yes","No","No","84010","US"
"1658-XUHBX","Female","Yes","Yes","Yes","90059","US"
"1660-HSOOQ","Male","No","No","No","28105","US"
"1661-CZBAU","Male","No","No","No","20852","US"
"1663-MHLHE","Male","No","No","No","93455","US"
"1666-JXLKU","Female","No","No","No","21921","US"
"1666-JZPZT","Male","No","No","No","98902","US"
"1670-SVOWZ","Female","No","Yes","Yes","29501","US"
"1676-MQAOA","Male","No","No","No","02149","US"
"1678-FYZOW","Female","No","No","No","53704","US"
"1679-JRFBR","Female","No","Yes","Yes","93010","US"
"1680-VDCWW","Male","No","Yes","No","19145","US"
"1682-VCOIO","Male","No","No","No","24502","US"
"1684-FLBGS","Female","No","Yes","Yes","77539","US"
"1685-BQULA","Female","No","No","No","92058","US"
"1685-VAYJF","Male","No","No","No","55112","US"
"1686-STUHN","Male","No","No","No","70301","US"
"1689-MRZQR","Male","No","Yes","Yes","97501","US"
"1689-YQBYY","Female","No","No","Yes","11772","US"
"1696-HXOWK","Female","No","Yes","No","27360","US"
"1696-MZVAU","Male","No","Yes","Yes","91367","US"
"1697-BCSHV","Female","No","Yes","Yes","21229","US"
"1697-LYYYX","Female","No","Yes","Yes","44102","US"
"1697-NVVGY","Male","Yes","Yes","No","90016","US"
"1698-XFZCI","Male","No","No","No","94566","US"
"1699-HPSBG","Male","No","No","No","90043","US"
"1699-TLDLZ","Female","No","Yes","Yes","34761","US"
"1699-UOTXU","Male","No","No","No","40214","US"
"1702-CCFNJ","Male","No","Yes","No","34786","US"
"1703-MGIAB","Female","No","No","No","97401","US"
"1704-NRWYE","Female","Yes","No","No","11224","US"
"1705-GUHPV","Female","No","No","No","57701","US"
"1707-HABPF","Female","Yes","No","No","84790","US"
"1708-PBBOA","Female","No","No","No","63368","US"
"1709-EJDOX","Female","No","Yes","Yes","54115","US"
"1710-RCXUS","Male","No","Yes","No","55117","US"
"1716-LSAMB","Male","No","Yes","Yes","77060","US"
"1722-LDZJS","Male","No","Yes","Yes","38134","US"
"1723-HKXJQ","Male","No","No","No","32738","US"
"1724-BQUHA","Male","Yes","No","No","68516","US"
"1724-IQWNM","Male","No","No","Yes","77080","US"
"1725-IQNIY","Male","No","Yes","No","48843","US"
"1725-MIMXW","Male","No","No","Yes","27513","US"
"1728-BQDMA","Female","No","No","No","78043","US"
"1728-CXQBE","Male","Yes","Yes","No","07060","US"
"1729-VLAZJ","Female","No","No","Yes","84604","US"
"1730-VFMWO","Female","No","Yes","No","10019","US"
"1730-ZMAME","Female","Yes","No","No","93311","US"
"1731-TVIUK","Female","No","No","No","92236","US"
"1732-FEKLD","Female","No","No","No","76210","US"
"1732-VHUBQ","Female","Yes","Yes","Yes","30606","US"
"1734-ZMNTZ","Female","No","Yes","Yes","91790","US"
"1735-XMJVH","Male","No","Yes","Yes","92104","US"
"1740-CSDJP","Male","No","No","No","35405","US"
"1741-WTPON","Male","No","Yes","Yes","66502","US"
"1744-JHKYS","Female","No","Yes","No","91733","US"
"1746-TGTWV","Male","No","Yes","No","32708","US"
"1750-CSKKM","Male","No","No","Yes","20772","US"
"1751-NCDLI","Male","Yes","Yes","No","80127","US"
"1752-OZXFY","Male","No","Yes","No","20783","US"
"1754-GKYPY","Male","Yes","Yes","No","89502","US"
"1755-FZQEC","Male","No","No","No","70769","US"
"1755-RMCXH","Male","No","Yes","Yes","16801","US"
"1757-TCATG","Male","No","Yes","Yes","55104","US"
"1760-CAZHT","Male","No","No","Yes","60115","US"
"1761-AEZZR","Male","No","No","No","37918","US"
"1763-KUAAW","Female","Yes","No","No","49009","US"
"1763-WQFUK","Male","No","No","No","97405","US"
"1764-VUUMT","Male","No","No","Yes","33010","US"
"1766-GKNMI","Male","No","No","No","32746","US"
"1767-CJKBA","Male","No","No","No","49201","US"
"1767-TGTKO","Female","No","Yes","Yes","08817","US"
"1768-HNVGJ","Female","Yes","No","No","44691","US"
"1768-ZAIFU","Female","Yes","No","No","60540","US"
"1769-GRUIK","Female","No","No","No","73034","US"
"1771-OADNZ","Male","Yes","Yes","No","33020","US"
"1775-KWJKQ","Male","No","Yes","Yes","08053","US"
"1776-SPBWV","Female","No","Yes","Yes","34743","US"
"1777-JYQPJ","Male","No","No","No","72701","US"
"1779-PWPMG","Female","Yes","Yes","No","95403","US"
"1784-BXEFA","Female","No","No","No","55379","US"
"1784-EZDKJ","Male","No","Yes","No","75165","US"
"1785-BPHTP","Male","No","Yes","Yes","08302","US"
"1790-NESIO","Female","No","No","No","92410","US"
"1791-PQHBB","Female","No","No","Yes","17543","US"
"1792-UXAFY","Female","Yes","No","No","49423","US"
"1794-HBQTJ","Female","No","No","No","32907","US"
"1794-SWWKL","Male","No","Yes","Yes","38128","US"
"1796-JANOW","Female","No","No","No","78230","US"
"1803-BGNBD","Female","No","No","No","95209","US"
"1809-DMJHQ","Female","No","No","Yes","91320","US"
"1810-BOHSY","Male","No","Yes","No","28376","US"
"1810-MVMAI","Male","No","Yes","Yes","02135","US"
"1813-JLKWR","Female","No","Yes","Yes","55337","US"
"1813-JYWTO","Female","No","Yes","No","38109","US"
"1814-DKOLC","Female","No","No","No","18104","US"
"1814-WFGVS","Male","No","Yes","Yes","78541","US"
"1816-FLZDK","Male","No","No","No","63385","US"
"1818-ESQMW","Female","No","No","No","07960","US"
"1820-DJFPH","Female","No","Yes","Yes","92688","US"
"1820-TQVEV","Male","No","No","No","78213","US"
"1821-BUCWY","Male","No","No","No","30680","US"
"1830-GGFNM","Male","No","Yes","Yes","10040","US"
"1830-IPXVJ","Female","No","Yes","Yes","02703","US"
"1832-PEUTS","Male","No","Yes","Yes","23234","US"
"1833-TCXKK","Male","No","Yes","No","90027","US"
"1833-VGRUM","Female","Yes","No","No","78258","US"
"1834-ABKHQ","Female","No","Yes","Yes","95822","US"
"1834-WULEG","Male","No","Yes","Yes","11365","US"
"1837-YQUCE","Female","No","No","No","19131","US"
"1839-FBNFR","Female","No","Yes","Yes","06492","US"
"1839-UMACK","Male","No","No","No","77055","US"
"1840-BIUOG","Male","No","No","No","92867","US"
"1841-YSJGV","Male","No","Yes","No","94117","US"
"1842-EZJMK","Male","No","Yes","Yes","93446","US"
"1843-TLSGD","Female","No","Yes","Yes","34997","US"
"1845-CSBRZ","Female","Yes","Yes","Yes","44212","US"
"1845-ZLLIG","Male","No","No","No","43224","US"
"1846-XWOQN","Female","Yes","No","No","90503","US"
"1848-LBZHY","Female","No","Yes","No","79109","US"
"1849-RJYIG","Female","No","No","No","11003","US"
"1850-AKQEP","Male","No","No","Yes","04401","US"
"1852-QSWCD","Male","No","Yes","Yes","22015","US"
"1852-XEMDW","Male","No","No","No","77075","US"
"1853-ARAAQ","Female","No","No","No","23188","US"
"1853-UDXBW","Male","No","Yes","Yes","60660","US"
"1855-AGAWH","Male","No","Yes","No","33436","US"
"1855-CFULU","Female","Yes","No","No","30813","US"
"1862-QRWPE","Female","No","Yes","Yes","01201","US"
"1862-SKORY","Female","Yes","Yes","No","92555","US"
"1866-DIOQZ","Female","No","Yes","No","91789","US"
"1866-NXPSP","Female","No","No","No","94403","US"
"1866-OBPNR","Male","No","Yes","Yes","63136","US"
"1866-RZZQS","Male","Yes","No","No","94546","US"
"1866-ZSLJM","Male","No","No","No","08021","US"
"1867-BDVFH","Male","No","Yes","Yes","11757","US"
"1867-TJHTS","Female","No","No","No","87123","US"
"1871-MOWRM","Male","No","Yes","No","87031","US"
"1872-EBWSC","Female","No","No","No","11228","US"
"1875-QIVME","Female","No","Yes","No","33179","US"
"1877-HKBQX","Female","No","No","No","39759","US"
"1891-FZYSA","Male","Yes","Yes","No","07601","US"
"1891-QRQSA","Male","Yes","Yes","Yes","97080","US"
"1891-UAWWU","Female","Yes","Yes","No","63026","US"
"1894-IGFSG","Female","No","No","No","30458","US"
"1895-QTKDO","Female","No","No","No","96003","US"
"1897-OKVMW","Female","No","Yes","Yes","94928","US"
"1897-RCFUM","Female","No","Yes","Yes","56560","US"
"1898-JSNDC","Female","No","No","No","34746","US"
"1899-VXWXM","Male","No","No","No","20910","US"
"1902-XBTFB","Male","No","No","Yes","91606","US"
"1904-WAJAA","Female","No","Yes","Yes","10021","US"
"1905-OEILC","Female","No","No","No","15642","US"
"1907-UBQFC","Male","Yes","No","No","21044","US"
"1907-YLNYW","Male","No","No","No","67212","US"
"1910-FMXJM","Female","No","Yes","No","89032","US"
"1915-IOFGU","Female","No","No","No","40356","US"
"1915-OAKWD","Female","No","No","Yes","06082","US"
"1918-ZBFQJ","Female","No","No","No","98837","US"
"1919-RTPQD","Male","No","Yes","Yes","14120","US"
"1921-KYSAY","Female","No","No","No","98223","US"
"1925-GMVBW","Female","No","No","No","42301","US"
"1925-LFCZZ","Male","Yes","No","No","32224","US"
"1925-TIBLE","Female","No","Yes","No","54956","US"
"1926-QUZNN","Female","No","Yes","No","30228","US"
"1927-QEWMY","Female","No","Yes","No","92102","US"
"1928-BXYIV","Male","No","No","No","71111","US"
"1929-ZCBHE","Male","No","Yes","Yes","27615","US"
"1930-BZLHI","Male","No","No","No","97305","US"
"1930-QPBVZ","Male","No","Yes","Yes","92395","US"
"1930-WNXSB","Male","No","Yes","Yes","63116","US"
"1932-UEDCX","Male","Yes","Yes","No","98226","US"
"1934-MKPXS","Male","No","Yes","Yes","19144","US"
"1934-SJVJK","Male","No","No","No","36116","US"
"1935-IMVBB","Male","No","Yes","No","32137","US"
"1936-CZAKF","Male","No","Yes","No","07036","US"
"1936-UAFEH","Female","No","No","No","89436","US"
"1937-OTUKY","Female","No","Yes","No","79762","US"
"1941-HOSAM","Male","No","Yes","Yes","55119","US"
"1942-OQFRW","Male","No","No","No","78253","US"
"1945-XISKS","Female","No","Yes","No","30506","US"
"1950-KSVVJ","Female","No","Yes","No","98058","US"
"1951-IEYXM","Male","No","Yes","Yes","50613","US"
"1952-DVVSW","Female","No","Yes","No","46360","US"
"1955-IBMMB","Male","No","No","No","48307","US"
"1956-YIFGE","Male","No","Yes","Yes","10465","US"
"1958-RNRKS","Male","No","Yes","No","20706","US"
"1960-UOTYM","Male","No","Yes","Yes","87144","US"
"1960-UYCNN","Male","No","No","No","54703","US"
"1963-SVUCV","Male","No","No","No","45014","US"
"1963-VAUKV","Female","No","No","No","99205","US"
"1964-SVLEA","Male","No","No","No","94121","US"
"1965-AKTSX","Female","Yes","No","No","93702","US"
"1965-DDBWU","Male","No","No","No","28806","US"
"1970-KKFWL","Female","No","No","No","80537","US"
"1971-DTCZB","Female","No","Yes","No","89506","US"
"1972-XMUWV","Female","No","Yes","No","77338","US"
"1976-AZZPJ","Male","No","Yes","No","78216","US"
"1976-CFOCS","Female","Yes","Yes","No","75024","US"
"1977-STDKI","Female","Yes","No","No","48310","US"
"1980-KXVPM","Female","Yes","No","No","76131","US"
"1981-INRFU","Female","No","No","No","38655","US"
"1982-FEBTD","Female","No","Yes","Yes","11374","US"
"1984-FCOWB","Female","No","Yes","No","55125","US"
"1984-GPTEH","Female","No","No","No","73071","US"
"1985-MBRYP","Female","No","No","No","30126","US"
"1986-PHGZF","Male","Yes","No","No","48038","US"
"1987-AUELQ","Female","No","Yes","No","07726","US"
"1989-PRJHP","Male","Yes","Yes","No","61265","US"
"1991-VOPLL","Female","No","No","No","98034","US"
"1996-DBMUS","Female","Yes","Yes","No","02740","US"
"1998-VHJHK","Female","No","No","No","60652","US"
"2000-DHJUY","Female","Yes","Yes","No","11756","US"
"2000-MPKCA","Female","No","No","No","11520","US"
"2001-EWBQU","Female","No","No","No","30134","US"
"2001-MCUUW","Male","No","No","No","94605","US"
"2002-MZHWP","Female","No","No","No","94025","US"
"2003-CKLOR","Male","No","No","No","92374","US"
"2004-OCQXK","Female","No","No","No","97202","US"
"2005-DWQZJ","Female","No","Yes","Yes","48104","US"
"2007-QVGAW","Female","No","Yes","Yes","98801","US"
"2011-TRQYE","Male","No","No","No","58104","US"
"2012-NWRPA","Female","Yes","Yes","No","33172","US"
"2013-SGDXK","Female","No","No","No","43235","US"
"2014-MKGMH","Female","No","No","No","80126","US"
"2017-CCBLH","Female","No","No","No","54915","US"
"2018-PZKMU","Male","No","Yes","Yes","70737","US"
"2018-QKYGT","Male","No","Yes","Yes","52001","US"
"2019-HDCZY","Male","No","Yes","No","07304","US"
"2023-VQFDL","Male","No","No","No","78759","US"
"2024-BASKD","Female","No","No","No","75044","US"
"2025-JKFWI","Male","No","No","No","94521","US"
"2026-TGDHM","Female","No","No","No","92019","US"
"2027-CWDNU","Male","No","Yes","Yes","23451","US"
"2027-DNKIV","Male","No","Yes","Yes","17701","US"
"2027-FECZV","Male","No","No","No","90241","US"
"2027-OAQQC","Female","No","No","No","28262","US"
"2027-WKXMW","Female","No","Yes","No","75050","US"
"2030-BTZRO","Male","No","Yes","Yes","76108","US"
"2034-CGRHZ","Male","Yes","No","No","34758","US"
"2034-GDRCN","Female","No","No","No","31061","US"
"2037-SGXHH","Male","No","Yes","Yes","91360","US"
"2037-XJFUP","Male","No","Yes","No","94066","US"
"2038-LLMLM","Female","No","No","No","28213","US"
"2038-OEQZH","Male","No","No","No","95831","US"
"2038-YSEZE","Female","No","No","No","20109","US"
"2039-JONDJ","Male","No","No","No","60707","US"
"2040-LDIWQ","Male","No","Yes","Yes","38127","US"
"2040-OBMLJ","Male","No","No","No","78582","US"
"2040-VZIKE","Female","No","Yes","No","23608","US"
"2040-XBAVJ","Male","No","Yes","Yes","77901","US"
"2041-JIJCI","Female","No","No","No","95762","US"
"2043-WVTQJ","Male","No","Yes","No","84065","US"
"2045-BMBTJ","Female","Yes","No","No","27516","US"
"2049-BAFNW","Female","No","No","No","43065","US"
"2050-ONYDQ","Female","No","Yes","Yes","01970","US"
"2054-PJOCK","Female","No","No","No","30152","US"
"2055-BFOCC","Male","Yes","Yes","No","94531","US"
"2055-PDADH","Female","Yes","No","No","30045","US"
"2055-SIFSS","Female","Yes","Yes","No","30319","US"
"2056-EVGZL","Male","No","Yes","Yes","11580","US"
"2057-BOYKM","Female","Yes","Yes","No","98125","US"
"2057-ZBLPD","Female","No","Yes","No","28306","US"
"2058-DCJBE","Male","No","No","No","97330","US"
"2061-VVFST","Female","No","Yes","No","64118","US"
"2065-MMKGR","Female","No","No","No","23225","US"
"2067-QYTCF","Female","No","Yes","No","30115","US"
"2068-WWXQZ","Male","No","No","No","70816","US"
"2070-FNEXE","Female","Yes","No","No","90604","US"
"2070-XYMFH","Female","Yes","No","No","75019","US"
"2072-ZVJJX","Male","No","Yes","No","98501","US"
"2073-QBVBI","Female","No","Yes","No","95380","US"
"2074-GKOWZ","Male","No","Yes","Yes","38111","US"
"2074-GUHPQ","Female","No","No","Yes","93726","US"
"2075-PUEPR","Male","No","Yes","Yes","10475","US"
"2075-RMJIK","Female","No","Yes","Yes","34983","US"
"2077-DDHJK","Female","No","Yes","No","80010","US"
"2077-MPJQO","Male","Yes","Yes","No","20032","US"
"2079-FBMZK","Female","No","No","No","43204","US"
"2080-CAZNM","Female","Yes","No","No","14075","US"
"2080-GKCWQ","Male","No","No","No","75703","US"
"2080-SRCDE","Female","No","No","Yes","46350","US"
"2081-KJSQF","Male","No","No","No","94010","US"
"2081-VEYEH","Male","No","No","No","60659","US"
"2082-CEFLT","Male","No","No","No","37343","US"
"2082-OJVTK","Male","No","Yes","Yes","10305","US"
"2085-BOJKI","Male","No","Yes","No","29579","US"
"2085-JVGAD","Male","No","Yes","No","12065","US"
"2087-QAREY","Female","No","Yes","No","90242","US"
"2088-IEBAU","Female","No","No","No","20170","US"
"2091-GPPIQ","Female","No","Yes","Yes","80401","US"
"2091-MJTFX","Female","No","Yes","Yes","78209","US"
"2091-RFFBA","Female","Yes","No","No","83854","US"
"2096-XOTMO","Female","No","Yes","Yes","75013","US"
"2097-YVPKN","Male","No","No","No","60047","US"
"2100-BDNSN","Female","No","Yes","No","30132","US"
"2101-RANCD","Female","No","No","No","30736","US"
"2103-ZRXFN","Male","No","No","No","89101","US"
"2105-PHWON","Female","No","Yes","No","84770","US"
"2107-FBPTK","Female","Yes","No","No","94582","US"
"2108-GLPQB","Male","No","Yes","No","76112","US"
"2108-XWMPY","Male","No","No","No","15237","US"
"2108-YKQTY","Female","No","No","No","39110","US"
"2111-DWYHN","Male","No","No","No","63033","US"
"2114-MGINA","Female","No","No","No","12603","US"
"2115-BFTIW","Male","No","No","No","97219","US"
"2120-SMPEX","Male","No","No","No","32073","US"
"2121-JAFOM","Female","No","Yes","No","30294","US"
"2122-SZZZD","Male","No","No","No","19709","US"
"2122-YWVYA","Female","No","No","No","89183","US"
"2123-AGEEN","Female","Yes","No","No","94561","US"
"2123-VSCOT","Female","No","Yes","Yes","32514","US"
"2126-GSEGL","Female","No","Yes","No","90007","US"
"2129-ALKBS","Female","No","Yes","Yes","60564","US"
"2133-TSRRM","Female","No","No","Yes","94134","US"
"2135-DQWAQ","Female","No","No","No","28214","US"
"2135-RXIHG","Male","No","No","No","10034","US"
"2137-DQMEV","Male","No","Yes","Yes","21502","US"
"2138-VFAPZ","Female","No","Yes","Yes","89015","US"
"2139-FQHLM","Male","No","No","No","27520","US"
"2141-RRYGO","Female","No","No","No","44111","US"
"2143-LJULT","Female","No","Yes","No","13760","US"
"2144-BFDSO","Female","Yes","Yes","No","98204","US"
"2144-ESWKO","Male","No","No","No","27215","US"
"2146-EGVDT","Male","No","Yes","Yes","27613","US"
"2150-OEGBV","Male","No","No","No","18042","US"
"2150-UWTFY","Female","No","Yes","Yes","30102","US"
"2150-WLKUW","Female","No","Yes","No","87112","US"
"2153-MREFK","Female","No","Yes","No","48183","US"
"2154-KVJFF","Female","No","No","No","46383","US"
"2155-AMQRX","Female","No","No","No","34609","US"
"2157-MXBJS","Male","No","Yes","No","29687","US"
"2159-TURXX","Male","No","No","No","60188","US"
"2160-GPFXD","Male","No","Yes","Yes","92308","US"
"2162-FRZAA","Male","No","Yes","Yes","53081","US"
"2164-SOQXL","Female","No","Yes","Yes","32940","US"
"2165-VOEGB","Female","No","No","Yes","54935","US"
"2167-FQSTQ","Female","No","Yes","No","62040","US"
"2169-RRLFW","Female","No","Yes","No","90275","US"
"2171-UDMFD","Male","No","Yes","Yes","76502","US"
"2172-EJXVF","Female","Yes","No","No","80221","US"
"2176-LVPNX","Female","Yes","No","No","94118","US"
"2176-OSJUV","Male","No","Yes","No","21221","US"
"2178-PMGCJ","Male","No","No","No","80501","US"
"2180-DXNEG","Female","No","No","No","19460","US"
"2181-TIDSV","Male","No","Yes","Yes","10952","US"
"2181-UAESM","Male","No","No","No","95678","US"
"2186-QZEYA","Female","Yes","No","No","91387","US"
"2187-LZGPL","Female","No","No","No","93292","US"
"2187-PKZAY","Male","No","No","No","84660","US"
"2188-SXWVT","Female","No","No","No","95407","US"
"2189-UXTKY","Female","No","Yes","No","92802","US"
