customerID,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
"2995-YWTCD",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"2996-XAUVF",70,"No","No phone service","DSL","No","No","No","Yes","No","Yes","Two year","Yes","Mailed check","No"
"2999-AANRQ",21,"Yes","No","DSL","Yes","Yes","No","Yes","Yes","No","Two year","No","Credit card (automatic)","No"
"3001-CBHLQ",32,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3001-UNBTL",29,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3002-WQZWT",29,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"3003-CMDUU",25,"Yes","No","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3005-NFMTA",55,"Yes","Yes","Fiber optic","Yes","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3005-TYFRD",55,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"3006-XIMLN",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3007-FDPEA",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Bank transfer (automatic)","No"
"3009-JWMPU",62,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check","Yes"
"3011-WQKSZ",19,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"3012-VFFMN",7,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3014-WJKSM",29,"Yes","No","Fiber optic","No","No","Yes","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"3016-KSVCP",29,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","No","Mailed check","No"
"3018-TFTSU",12,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","Month-to-month","No","Bank transfer (automatic)","Yes"
"3021-VLNRJ",50,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","No","One year","Yes","Credit card (automatic)","No"
"3022-BEXHZ",67,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3023-GFLBR",33,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Credit card (automatic)","Yes"
"3026-ATZYV",37,"Yes","No","DSL","Yes","Yes","No","No","Yes","Yes","One year","No","Bank transfer (automatic)","No"
"3027-YNWZU",64,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"3027-ZTDHO",1,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3030-YDNRM",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"3030-YZADT",9,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"3030-ZKIWL",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3034-ZBEQN",48,"No","No phone service","DSL","No","Yes","Yes","No","No","No","One year","No","Mailed check","Yes"
"3038-PQIUY",38,"Yes","Yes","DSL","Yes","Yes","Yes","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3039-MJSLN",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","No"
"3043-SUDUA",32,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Bank transfer (automatic)","No"
"3043-TYBNO",3,"Yes","No","DSL","No","No","No","Yes","No","Yes","Month-to-month","No","Mailed check","No"
"3045-XETSH",10,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3049-NDXFL",1,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Mailed check","Yes"
"3049-SOLAY",3,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3050-GBUSH",3,"No","No phone service","DSL","No","No","No","No","Yes","No","Month-to-month","Yes","Credit card (automatic)","No"
"3050-RLLXC",56,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Credit card (automatic)","No"
"3055-MJDSB",9,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"3055-OYMSE",53,"Yes","No","Fiber optic","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"3055-VTCGS",63,"Yes","No","DSL","No","No","Yes","No","No","Yes","One year","No","Credit card (automatic)","No"
"3057-VJJQE",35,"Yes","Yes","DSL","Yes","No","No","No","No","No","Two year","No","Mailed check","No"
"3058-HJCUY",41,"Yes","Yes","Fiber optic","No","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","Yes"
"3058-WQDRE",13,"No","No phone service","DSL","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3059-NGMXB",14,"Yes","Yes","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","No","Mailed check","No"
"3061-BCKYI",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3062-ICYZQ",51,"Yes","Yes","Fiber optic","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Electronic check","No"
"3063-QFSZL",1,"Yes","No","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3066-RRJIO",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"3067-SVMTC",68,"Yes","No","DSL","Yes","No","No","Yes","No","No","One year","No","Bank transfer (automatic)","No"
"3068-OMWZA",1,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"3069-SSVSN",1,"No","No phone service","DSL","No","No","No","No","No","No","One year","No","Mailed check","No"
"3070-BDOQC",60,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check","No"
"3070-DVEYC",7,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"3070-FNFZQ",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"3071-MVJCD",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","No","Two year","No","Bank transfer (automatic)","No"
"3071-VBYPO",3,"Yes","No","Fiber optic","Yes","Yes","No","No","Yes","No","Month-to-month","No","Electronic check","No"
"3074-GQWYX",5,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3077-RSNTJ",6,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3078-ZKNTS",13,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"3079-BCHLN",47,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No"
"3082-VQXNH",3,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"3082-WQRVY",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"3082-YVEKW",23,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","No","Two year","Yes","Bank transfer (automatic)","No"
"3084-DOWLE",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"3085-QUOZK",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Mailed check","Yes"
"3086-RUCRN",66,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"3088-FVYWK",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"3088-LHEFH",11,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3090-HAWSU",61,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","Yes"
"3090-LETTY",2,"Yes","Yes","DSL","Yes","Yes","No","No","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"3090-QFUVD",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Credit card (automatic)","No"
"3091-FYHKI",1,"No","No phone service","DSL","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3092-IGHWF",67,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","No","One year","No","Electronic check","Yes"
"3094-JOJAI",18,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Mailed check","No"
"3096-GKWEB",18,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3096-IZETN",12,"Yes","No","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Bank transfer (automatic)","Yes"
"3096-JRDSO",27,"Yes","Yes","Fiber optic","Yes","No","No","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3096-WPXBT",61,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","No","Yes","One year","Yes","Credit card (automatic)","No"
"3096-YXENJ",65,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3097-FQTVJ",41,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3097-IDVPU",19,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"3097-NNSPB",2,"Yes","No","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","Yes"
"3097-NQYSN",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check","Yes"
"3097-PYWXL",4,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"3099-OONVS",25,"Yes","No","DSL","Yes","No","No","Yes","No","No","Month-to-month","No","Electronic check","No"
"3104-OWCGK",60,"Yes","No","Fiber optic","No","Yes","Yes","No","Yes","No","One year","No","Electronic check","Yes"
"3106-ULWFW",8,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"3108-PCCGG",72,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)","No"
"3113-IWHLC",5,"Yes","No","DSL","Yes","No","Yes","No","No","No","Month-to-month","Yes","Mailed check","No"
"3115-CZMZD",0,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3115-JPJDD",59,"Yes","No","Fiber optic","Yes","No","Yes","No","No","No","One year","Yes","Credit card (automatic)","No"
"3118-UHVVQ",68,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"3120-FAZKD",54,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"3125-RAHBV",22,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No"
"3126-WQMGH",49,"Yes","Yes","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"3128-YOVTD",51,"Yes","No","Fiber optic","Yes","Yes","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","No"
"3129-AAQOU",19,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3130-ICDUP",2,"Yes","Yes","Fiber optic","Yes","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"3131-NWVFJ",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"3132-TVFDZ",57,"No","No phone service","DSL","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3133-PZNSR",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","Yes","Two year","Yes","Credit card (automatic)","No"
"3134-DSHVC",63,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","No","Credit card (automatic)","No"
"3137-LUPIX",4,"Yes","Yes","DSL","No","No","No","Yes","Yes","No","Month-to-month","Yes","Mailed check","No"
"3137-NYQQI",17,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","One year","No","Mailed check","No"
"3138-BKYAV",6,"Yes","No","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"3143-ILDAL",56,"Yes","Yes","Fiber optic","No","Yes","No","Yes","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3143-JQEGI",13,"Yes","No","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","No","Electronic check","Yes"
"3144-AUDBS",6,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Electronic check","Yes"
"3144-KMTWZ",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"3146-JTQHR",10,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No"
"3146-MSEGF",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Credit card (automatic)","No"
"3148-AOIQT",69,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Credit card (automatic)","No"
"3148-BLQJT",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","Yes"
"3154-CFSZG",47,"Yes","No","Fiber optic","Yes","No","Yes","No","No","Yes","Month-to-month","No","Electronic check","No"
"3154-HMWUU",60,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Bank transfer (automatic)","No"
"3156-QLHBO",2,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3158-MOERK",2,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Electronic check","Yes"
"3160-TYXLT",53,"No","No phone service","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"3161-GETRM",34,"Yes","Yes","Fiber optic","No","No","Yes","No","No","Yes","Month-to-month","Yes","Credit card (automatic)","No"
"3161-ONRWK",60,"Yes","No","DSL","Yes","Yes","Yes","Yes","No","No","One year","Yes","Bank transfer (automatic)","No"
"3162-KKZXO",55,"Yes","Yes","Fiber optic","No","No","Yes","No","Yes","Yes","One year","Yes","Electronic check","No"
"3162-ZJZFU",53,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","Yes","Electronic check","No"
"3164-AALRN",5,"Yes","No","DSL","No","No","Yes","No","Yes","Yes","One year","Yes","Mailed check","Yes"
"3164-YAXFY",57,"No","No phone service","DSL","Yes","No","Yes","No","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3165-HDOEW",1,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"3166-PNEOF",61,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"3167-SNQPL",38,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","No","Electronic check","No"
"3170-GWYKC",60,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"3170-NMYVV",50,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"3173-NVMPX",9,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"3173-WSSUE",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"3174-AKMAS",46,"Yes","No","DSL","No","Yes","No","Yes","Yes","No","Two year","Yes","Credit card (automatic)","No"
"3174-RKMOW",35,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Month-to-month","Yes","Electronic check","No"
"3177-LASXD",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"3178-CIFOT",23,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","Yes","Credit card (automatic)","No"
"3178-FESZO",1,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"3179-GBRWV",21,"Yes","No","DSL","Yes","Yes","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","No"
"3181-MIZBN",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Electronic check","No"
"3181-VTHOE",70,"No","No phone service","DSL","No","Yes","Yes","Yes","No","Yes","One year","Yes","Bank transfer (automatic)","No"
"3186-AJIEK",66,"Yes","No","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3186-BAXNB",1,"Yes","No","Fiber optic","No","Yes","No","Yes","Yes","No","Month-to-month","No","Electronic check","Yes"
"3190-FZATL",14,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3190-ITQXP",46,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"3190-XFANI",49,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","Yes"
"3191-CSNMG",3,"Yes","No","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Electronic check","No"
"3192-LNKRK",34,"Yes","No","Fiber optic","No","No","Yes","No","Yes","No","Month-to-month","Yes","Mailed check","No"
"3192-NQECA",68,"Yes","Yes","Fiber optic","No","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","Yes"
"3194-ORPIK",50,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3195-TQDZX",3,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","Yes","Electronic check","No"
"3196-NVXLZ",25,"Yes","Yes","Fiber optic","No","No","No","No","Yes","No","Month-to-month","Yes","Mailed check","No"
"3197-ARFOY",19,"Yes","No","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","No"
"3197-NNYNB",65,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","No","Credit card (automatic)","No"
"3198-VELRD",3,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3199-NPKCN",67,"Yes","Yes","Fiber optic","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Electronic check","No"
"3199-XGZCY",8,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","No"
"3200-MNQTF",67,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","No","No","Two year","No","Credit card (automatic)","No"
"3205-MXZRA",26,"Yes","No","DSL","No","No","No","Yes","Yes","No","One year","No","Credit card (automatic)","No"
"3207-OYBWH",57,"Yes","Yes","Fiber optic","No","Yes","Yes","No","No","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3208-YPIOE",39,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"3209-ZPKFI",47,"Yes","Yes","DSL","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","No"
"3211-AAPKX",20,"Yes","Yes","Fiber optic","No","No","No","Yes","Yes","Yes","Month-to-month","Yes","Mailed check","No"
"3211-ILJTT",17,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3212-KXOCR",52,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"3213-VVOLG",0,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3214-IYUUQ",61,"Yes","No","Fiber optic","Yes","Yes","No","Yes","No","Yes","One year","No","Bank transfer (automatic)","No"
"3217-FZDMN",8,"Yes","No","Fiber optic","No","No","Yes","No","Yes","Yes","Month-to-month","Yes","Credit card (automatic)","Yes"
"3219-JQRSL",72,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"3221-CJMSG",24,"Yes","No","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"3223-DWFIO",4,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","No","Electronic check","No"
"3223-WZWJM",26,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","Yes","Electronic check","Yes"
"3224-DFQNQ",66,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","No","No","One year","No","Electronic check","No"
"3227-WLKLI",65,"Yes","Yes","DSL","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"3229-USWAR",34,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","One year","Yes","Bank transfer (automatic)","No"
"3230-IUALN",45,"Yes","No","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","Yes","Mailed check","No"
"3230-JCNZS",71,"Yes","Yes","Fiber optic","Yes","Yes","Yes","No","Yes","No","Two year","Yes","Credit card (automatic)","No"
"3230-WYKIR",18,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","Yes"
"3234-VKACU",2,"Yes","No","DSL","No","No","No","Yes","Yes","Yes","Month-to-month","No","Electronic check","No"
"3235-ETOOB",8,"Yes","No","Fiber optic","Yes","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"3237-AJGEH",3,"No","No phone service","DSL","No","No","No","Yes","No","No","Month-to-month","Yes","Mailed check","Yes"
"3239-TPHPZ",12,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","Yes","Electronic check","No"
"3243-ZHOHY",16,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Mailed check","No"
"3244-CQPHU",72,"Yes","Yes","Fiber optic","Yes","Yes","No","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3244-DCJWY",1,"Yes","No","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Electronic check","Yes"
"3247-MHJKM",1,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Month-to-month","No","Mailed check","No"
"3247-ZVOUO",10,"Yes","Yes","Fiber optic","No","No","No","No","No","Yes","Month-to-month","No","Electronic check","Yes"
"3249-VHRIP",62,"No","No phone service","DSL","No","Yes","Yes","No","No","Yes","Two year","Yes","Credit card (automatic)","No"
"3249-ZPQRG",4,"Yes","Yes","Fiber optic","No","Yes","No","No","No","No","Month-to-month","No","Electronic check","Yes"
"3251-YMVWZ",53,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Bank transfer (automatic)","No"
"3253-HKOKL",52,"Yes","No","Fiber optic","Yes","No","Yes","No","Yes","Yes","One year","No","Electronic check","No"
"3254-YRILK",19,"Yes","Yes","Fiber optic","No","Yes","No","No","Yes","No","Month-to-month","Yes","Electronic check","Yes"
"3255-GRXMG",18,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"3256-EZDBI",51,"No","No phone service","DSL","No","Yes","No","No","No","No","Month-to-month","Yes","Credit card (automatic)","No"
"3258-SANFR",6,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","No","Credit card (automatic)","No"
"3258-SYSWS",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","No","Bank transfer (automatic)","No"
"3258-ZKPAI",72,"Yes","Yes","Fiber optic","Yes","Yes","Yes","Yes","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3259-FDWOY",71,"Yes","Yes","Fiber optic","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","Yes"
"3259-KNMRR",57,"Yes","Yes","DSL","No","Yes","Yes","No","Yes","Yes","Two year","Yes","Bank transfer (automatic)","No"
"3259-QMXUN",58,"Yes","Yes","DSL","Yes","Yes","Yes","No","Yes","Yes","Two year","Yes","Electronic check","No"
"3261-CQXOL",71,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Bank transfer (automatic)","No"
"3262-EIDHV",72,"Yes","Yes","DSL","Yes","No","Yes","Yes","Yes","Yes","Two year","No","Credit card (automatic)","No"
"3266-FTKHB",17,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3269-ATYWD",39,"Yes","Yes","Fiber optic","No","No","No","No","Yes","Yes","Month-to-month","Yes","Bank transfer (automatic)","Yes"
"3272-VUHPV",8,"Yes","No","DSL","No","Yes","No","Yes","No","No","Month-to-month","No","Bank transfer (automatic)","No"
"3274-NSDWE",68,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Credit card (automatic)","No"
"3275-RHRNE",28,"No","No phone service","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","Yes","Credit card (automatic)","No"
"3276-HDUEG",1,"Yes","Yes","Fiber optic","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","Yes"
"3278-FSIXX",2,"Yes","No","DSL","No","No","No","No","No","No","Month-to-month","Yes","Mailed check","No"
"3279-DYZQM",71,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
"3280-MRDOF",30,"Yes","Yes","DSL","No","No","Yes","Yes","Yes","No","Two year","Yes","Credit card (automatic)","No"
"3280-NMUVX",34,"Yes","No","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","One year","No","Credit card (automatic)","No"
"3282-ZISZV",32,"Yes","Yes","DSL","No","Yes","Yes","Yes","Yes","Yes","One year","No","Credit card (automatic)","No"
"3283-WCWXT",6,"Yes","Yes","No","No internet service","No internet service","No internet service","No internet service","No internet service","No internet service","Two year","No","Mailed check","No"
